author,body,datalegacylang
Dani_Activist,I wasn’t born in the wrong body.  I was just told I’d be happier if I changed it.  They were wrong.  I regret listening.  And I’m not the only one.  #DetransAwareness #GenderIdeology,en
rainbowsnook,Predictable outcome when @ForWomenScot #SupremeCourt ruling is ignored by those pushing #GenderIdeology  Any comment\‚ as you like to pontificate about stopping #VAWG @StephenMorganMP @UKLabour  #SexNotGender #NoToSelfID #RestoreSafeguarding #SingleSex101 #StandUpForSingleSexSpaces,en
Gail13007674,Families are being divided by ideologies that deny the existence of only two sexes. #Parenting #GenderIdeology #Detransition Find the full interview here:  https://t.co/mpsLtfjPgJ  Spotify: https://t.co/090DwJFuzv  https://t.co/0Tks4aCBXc https://t.co/i8lK9kM4Jd,en
PrishaMosley,Little letter to the editor in the Baltimore Sun published calling trans and “ideology” and comparing it to religion. #MDPol #GenderIdeology https://t.co/4KaQ8BiHbM,en
VicIsherwood,It\'s like that bit in The Silver Chair where the children and Puddleglum are in the giants\' castle\‚ read the giants\' cook book and realise the reason they\'ve been invited to the Autumn Feast is because they\'re on the menu #Epstein #Trans #GenderIdeology #PubertyBlockers,en
SEENintheCoE,📣 Have your say on who should become the 106th AOC    Someone with a commitment to sex realism and appreciation of the dangers #genderideology poses to #safeguarding\‚ please!    (How Stonewall ideologically captured the C of E beggars belief).    https://t.co/SVVSQyW981,en
decramundo,"""Strip searches of females by serving self iDing male @metpoliceuk  officers - \""OK\"". Cheek swap to ensure females only compete in athletics - \""NO WAY!\""  #genderideology  @CrunchAlias   @Serena_Partrick""",en
PeymanAskari451,Gender Ideologies in schools\‚ Inflation\‚ Housing crisis\‚ Immigration and Health care are the important issues to my constituents.     Watch Full Episode to see how the People\'s Party of Canada\'s platform solves these issues.     https://t.co/hmJXkFhVh1    #genderideology #housingcrisis https://t.co/1NuIBooY7j,en
1frankthinker,And in their locker rooms and bathrooms. What is wrong with you @SenateDems ?!! You need to dump #genderideology and reclaim actual scientific reality. #SexisReal,en
GraniteDiscours,Why do people use pseudonyms when discussing gender ideology? @evs2003 from @DIAGdemocrats  explains the fears of losing contact with children and the risk of job loss. #GenderIdeology #Parenting https://t.co/wMPp40RGLo,en
justmjrodriguez,The #GenderIdeology is being let to weaponize many media outlets (and the movie industry) against the wellbeing of our children &amp; youth\‚ imposing on them values which are clearly against truth &amp; reason. Shame on #Netflix,en
tccouncilorg,"""It was a delight to attend and present again at the 6th PEuCET Conference \""#Patriots - Nothing about us without us\"" on the topic \""Fighting #GenderIdeology - Protecting Children\'s Rights and the #Christian #family Model\"" at Margaretha Island in the #Donau in #Budapest\‚ #Hungary. https://t.co/g6EZLv0NOE""",en
coachblade,Excellent conversation with Amy Hamm @preta_6 .   It just goes to show…  Good hearted Canadian citizens often have no idea that the political candidate they are supporting believes that women’s #SexBasedRights can be stepped on by men claiming to be women.    #GenderIdeology is,en
KODPOW,"""A dad challenged me to a debate\‚ then quit because I wouldn\'t call his daughter his \""son.\"" You can\'t have a debate based on a lie. Should I keep trying in 2026?  Full update: https://t.co/AsOc86aGTu  #GenderIdeology #Debate #FreeSpeech #Truth https://t.co/BxMgp1kqz7""",en
Gilbro2010,Why celebrate a function your female body performs while rejecting that same female body that makes that function possible?  That makes no sense.    #GenderIdeology #QueerTheory,en
RaesGamma,I\'ve been really MIA but I think I might be finally back in the head space to start speaking up more again.     Again I say\‚ how dare they groom a child to believe they are anything less than the Woman or Man that they are meant to become?     #genderideology #virginia #unitedstates https://t.co/KfhdNahHAH,en
dudlooklikelady,It’s #wonderwomanwednesday and I’m here to remind you that you’ve been lied to your whole life\‚ and they tell us the truth in fiction. Whether or not you can see it is your problem. #genderideology #egi https://t.co/J8DTF6u17G,en
kimturner70,If you are not aware of the insidious nature of #genderideology catch up here. Women’s lives ripped apart because we won’t accept lies and our rights trampled upon #sexmatters #womensrights,en
genderisharmful,@HazelAppleyard_ If being gay isn\'t about sexuality\‚ then what is it about? Because it sure ain\'t gender!  #ConversionTherapy  #GenderIdeology,en
AdvocatesPC,Parents of gender-confused children\‚ there are three things you must do to get your child back from the cult. @sophiainstitute  https://t.co/PJxaFzfJff    #genderideology #gendercritical #nosuchthingasatransgenderchild #stoptransingkids #gendercult https://t.co/YVOD87qwoG,en
museumsireland,We\'ve long suspected that Orwell\'s \'1984\' was the \'#EU\' operating manual\‚ but there appear to be quite a few destruction manuals in circulation!    This one actually advocates the nEUtering of our Teutonic neighbours.  Nowadays #GenderIdeology expedites UNnatural selection! https://t.co/ip3vptTaB2,en
GrannyMary59,Nothing says inclusion and diversity better than trampling over women\'s rights to single sex spaces and single sex sports just to pander to a fetish or delusions. #GenderIdeology #GenderSelfID,en
AdvocatesPC,Forcing children to decide whether they believe their parents or believe their teachers is destabilizing to the child and incredibly unethical. https://t.co/g8pszeCAsu    #StopTransingKids #gendercritical #genderideology #education #teachers #parents @ethical_care @truththerapist,en
MatovinaIvana,How gender ideology crept into the life of the average European without public and parliamentary debate about it:  #genderIdeology,en
HeRedeemsUs,Holy Moly 😵 #PublicSchools guiding #GenderIdeology,en
GrannyMary59,Imagine how many de-transitioners we will have in Ireland soon? #GenderIdeology #SexNotGender,en
joliveroconnell,Thursday evening bromide\‚ on @RedState.    The Kids Are All Right: SoCal High School Girls Walk Out to Protest Boys in Girls\' Bathrooms https://t.co/BEvrqKH210 #genderideology #bathrooms #transgender #protests #California #Anaheim #EsperanzaHS #LesleyLedesma,en
PeymanAskari451,47% of kids in one school district identifying as LGBTQ 🧐. Telling a kid they can be any gender they wish is like telling them either hand can be their right hand. We\'re just confusing them. #GenderIdeology #ParentalRights #EducationCrisis @ALEXNEWMAN_JOU @NCICanada https://t.co/gRXIkFVJAk,en
Diogenes3000,#GenderIdeology is a mental illness.  #TransActivism is #misogyny.,en
kimturner70,Just tuned into Parliament TV and surprised but very pleased to hear @gordonlyons1 state men should not be allowed in women’s sport. I thought NI was fully captured by #genderideology #sexmatters,en
AdvocatesPC,2026: It\'s time to take out the gender ideology garbage.   https://t.co/uz7X26c3Tf    #genderideology #gendercritical #stoptransingkids https://t.co/gVT4Uy8MtF,en
darknessintheg1,⁦@theRCN⁩ have serious questions to answer.Shocking story. #GenderIdeology #RCN #sandiepeggie     Compared to Tommy Robinson\' - Nurses hit out at RCN on gender ruling | The Herald https://t.co/ait97iwYKB,en
Dani_Activist,A boy plays with dolls. A girl climbs trees.  That’s not a diagnosis. That’s childhood.  Stop pathologizing personalities.  Let kids be kids.  #ProtectChildren #GenderIdeology #LetKidsBeKids #TransAgenda,en
rainbowsnook,Shame on you @AngelaKandola You scuttled away passing buck to yr comms officer. You had a women’s rights activist ejected from #IWD2026 Your event exposes how women who pander to #GenderIdeology trample women’s rights underfoot. #TransRights = men’s rights @LWSLocals @LwsMidlands,en
museumsireland,"""\""HER SPERM\""!    Feeding delusions reinforces cognitive dissonance\‚ and is ill advised.    In #Ireland of course\‚ full insanity mode has been engaged\‚ and the alternate reality Fantasists get to suckle on the €7\‚000\‚000\‚000 #NGO tît.    #GenderIdeology   #WokeMindVirus https://t.co/A2mnfsVHfF""",en
BeanSheMise,🚨 A *MUST-ATTEND* meeting for anyone interested in pushing back against the takeover of women\'s rights\‚ safe spaces\‚ sports\‚ opportunities &amp; language by #GenderIdeology.  @OdohertyI64991,en
rainbowsnook,“What Katie Did” - read how John Lewis &amp; multinational corporations beclown themselves: #GenderIdeology causes companies to act against their own best interests\‚ invite ridicule\‚ lose customers &amp; public support @AliceHarperGC #SexNotGender #SexMatters #NoToSelfID #Safeguarding,en
AhoraQue1986,He shares his battle with gender ideology\‚ which he describes as a social virus that infects vulnerable youths  @IWF  proudly amplifies the voices of #detransitioners as they fight to protect children and teens from the irreversible harms of #genderideology  https://t.co/Kmc5lXsSvD,en
ThisIsGreatBrit,The EU proposes gender policies that would enable a child to pick their own gender. Brexit distances this country from this insanity.    #EU #GenderIdeology,en
carobmarcelle,Is our education system brainwashing kids? 🤔 Let’s dive in! 💭 #GenderIdeology #Truth https://t.co/ItBXNTaOYl,en
PeymanAskari451,How can People\'s Party of Canada make Canadian lives better?    Watch Full Episode  https://t.co/hmJXkFhnrt    #genderideology #housingcrisis #inflation #immigration #invasion #HealthcareCrisis #hadenough #joinus #PPC #PeoplesParty #protectyourkids #ProtectYourFamilies https://t.co/nNDZyBm4jM,en
Finn_Mackay,Look! The BBC have gone too far. They recruit children into the world of sexual orientation and gender identity\‚ which is inappropriate and unnecessary. #genderideology https://t.co/W3LO32KJCG,en
rainbowsnook,“Inclusion now appears to mean both the exclusion of women’s concerns and the facts of male violence.”  Where is the EHRC guidance? @bphillipsonMP   Empty words about #MVAWG while gov promotes the male sexual rights movement of #GenderIdeology  #SexNotGender #NoToSelfID #Misogyny,en
lefttheleftffs,A girl describes a harmless same-sex moment…hand-holding\‚ butterflies…and feels shame because strangers saw “lesbians.”    That’s not gender dysphoria. That’s homophobia.    It breaks my heart how many young lesbians are being taught to run from themselves.    #GenderIdeology https://t.co/DTuhuNIJMM,en
chitowndave88,Update: The Tide Turns Against Gender Ideology in Schools\‚ Lawsuits\‚ Reversals\‚ and Accountability  https://t.co/sDehET32iA     This is an update to an article I wrote 2 years ago. #GenderIdeology #StopTheMutilation #EpsteinFiles,en
BradyJCone,This was distributed to teachers for kids as young as kindergarten. Parents deserve to know what’s happening in classrooms—and need to take it seriously.  #Parenting #Books #GenderIdeology https://t.co/nSpen6UqVf,en
thewcatradio,"""📣 New Podcast! \""Episode 16: Fr. Peter Ryan\‚ SJ\‚ on Gender Ideology (January 26\‚ 2026)\"" on @Spreaker #catholicsocialdoctrine #genderideology #michaelvacca #peterryan #robertfastiggi https://t.co/FMRX38fzWU""",en
watchfuldyingin,❓️Dilemma❓️    Do I carry on burning the G-damn mthrfckr bank letter addressed to Mr for another 5m till she moves out or let it go and leave it on the stairs for her coming home tomorrow? #Parent #GenderIdeology,en
marcvelitrae,So the #transdayofvisibility on Easter Sunday isn\'t enough. They need their own #TransDayOfRemembrance too. When will we stop indulging these mentally ill people and their #genderideology nonsense?,en
Diogenes3000,#GenderIdeology is a mental illness.  #TransActivism is #misogyny and #ChildAbuse.  #DiogenesSJ,en
Hogshead3Au,@runthinkwrite An athlete’s “Gender Identity” is irrelevant here - the only question when determining the athlete’s proper competitive category is the athlete’s SEX.     #GenderIdeology #olympics #fairness #skiing https://t.co/AM58UbIaQ9,en
rainbowsnook,If you’re disgusted with @scope &amp; their spiteful cancelling of @jan_murray below are ways to respond.  A charity purporting to represent disabled people\‚ some of who require intimate personal care\‚ needs to dissociate itself from #GenderIdeology   #NoToSelfID #RestoreSafeguarding,en
family_policy,We’re looking at a cultural contradiction almost no one wants to talk about. This perspective might change how you see the whole debate.  #HelpNotHarm #Anorexia #GenderIdeology #MentalHealth https://t.co/Ss9LNZBvPN,en
Midge66Midge,This piece from a supposedly qualified doctor perfectly illustrates the idiocy of gender ideology.    For instance:    “Male and female are gender identities\‚ so a body can’t actually be ‘male’.”    What utter garbage.  #genderideology #WomensRightsAreHumanRights   #defendwomensspaces,en
AdvocatesPC,"""He\'s exactly right: \""The vast majority of people who [attempt to] transition are dealing with seriously complex unresolved trauma.\"" https://t.co/0zj7RVT9IC  #StopTransingKids #gendercritical #genderideology #genderideologyisharmful #trauma @detrans @DetransAdv https://t.co/kDn75DMkLa""",en
kimturner70,This is what supporters of #Genderideology believe. I’m guessing these people are happy with what happened in Canada yesterday   They only put this banner away after complaints. The @metpoliceuk should not need people to complain 😡,en
rewildingwales,What a preposterous response. Is there anyone in #Biofuelwatch we can talk to\‚ who isn\'t consumed by #GenderIdeology?    I didn\'t realise you were sponsored by #Dentons\‚ #Stonewall\‚ #Mermaids and #GenderedIntelligence.     Or are you just living in an entitled middle-class bubble?,en
rainbowsnook,Women in prison are uniquely vulnerable\‚ unlikely to make legal challenge. That’s exactly why TRAs - pushing #GenderIdeology #QueerTheory into all our institutions - targeted prisons.  Shame on you @DavidLammy @MoJGovUK @UKLabour #KeepPrisonsSingleSex #Safeguarding #RepealTheGRA,en
rainbowsnook,So WOMEN got @ThePosieParker evicted for “trespass” from #InternationalWomensDay event - upset to be asked if their organisations offer #SingleSexServices    Shame on all you transmaidens @NottsOPCC @nottspolice promoting the men’s sexual rights movement that is #GenderIdeology,en
kattolikamente,"""\""#Catholics and #GenderIdeology\"" by 𝐆𝐞𝐨𝐫𝐠𝐞 𝐖𝐞𝐢𝐠𝐞𝐥 about \""The Body Reveals the Person: A #Catholic Response to the Challenges of Gender Ideology\""\‚ author Bishop Daniel E. Thomas of \""Toledo in América\"" #CatholicTwitter https://t.co/ikq9Vh1oDA https://t.co/VBOaGm8W3A""",en
ValRichardson17,Netflix gets the Bud Light treatment as Elon Musk leads subscription boycott over transgender-friendly children\'s programming - https://t.co/QzwxPZ49a2 - @washtimes #transberry #genderideology,en
rainbowsnook,Proliferation of LGBTQ+ orgs infiltrating schools has led to the rise in children identifying as a different sex.  Nice little earner for groups pushing #GenderIdeology #QueerTheory to vulnerable kids - beware of Pop’n’Olly\‚ Just Like Us\‚ Space Youth Project &amp; The Intercom Trust.,en
FondofBluebells,Ask @grok this is brilliant #thegreens #genderideology #1984,en
Carmilla5,Glad to see the wood for the trees on this issue in mainstream … today’s Australian. If you want the rest just let me know. #genderideology https://t.co/wpoe4Tmbxx,en
TerfSchool,"""FACTS from @coachblade 💪    \""It’s just that people across the land have begun to realize that the #GenderIdeology agenda includes terrible things like medically maiming children (see knife on t-shirt)\‚ allowing men in women’s sports &amp; locker rooms\‚ and placing male offenders in""",en
ENoMW,Lost in the debate about #AntiGender and #GenderIdeology? So many terms for one simple question: either you support the subordination of women by men\‚ or you don\'t.    Gender is the system that enforces stereotypes\‚ and rejecting it is an act of feminist resistance.    @AthenaForumEU https://t.co/20cz1EX3cm,en
ValRichardson17,J.K. Rowling has last word after \'Harry Potter\' director Chris Columbus says her politics make cast reunion \'impossible\' - https://t.co/r590sagY2C - @washtimes #1A #transgender #genderideology,en
PalmettoFamily,They changed the label. Not the lie.  Gender confusion still lives in SC schools.  #ProtectSC #GenderIdeology #SouthCarolinaStrong https://t.co/NbBcNWZ2vg,en
rainbowsnook,Congratulations @EmmaBatemanGPW   Your persistence is admirable. We cannot be forced to comply with #GenderIdeology nor to use words that deny reality.  Women’s rights matter\‚ even in @TheGreenParty @ZackPolanski   #SexNotGender #RespectMySex #SupremeCourt #NoToSelfID #Safeguarding,en
ChristianPost,San Diego Unified’s website promotes “9 genders\‚” “28 sexual orientations\‚” and forms to change a student’s name and gender at school without telling parents\‚ critics say.   #SanDiegoSchools #ParentalRights #GenderIdeology #KidsAndGender #ChristianNews  🔗 https://t.co/RQd3LBELW4 https://t.co/8HGWtEPdXa,en
coachblade,STAY TUNED @CBCOlympics !  There are a lot bigger numbers of women about to come forward urging the #Olympics executives @iocmedia to go full speed ahead on re-establishing the boundary in women\'s sports.   Due to the Left wing #GenderIdeology zealots\‚ women\'s sports have been made https://t.co/MLzXbHEuKM,en
Moms4Liberty_IL,Many school districts in Illinois have guidance telling staff to hide gender changes from parents.  Ensure to notify your schools of this judgement and to end this practice. #parentalrights #genderideology,en
coachblade,ALBERTA!! ✅  Thank you to the one province in Canada 🇨🇦- my province of #Alberta - that is working to get back to sanity on protecting youth and female athletes in the age of #GenderIdeology capture.  👇🏼  UCP says notwithstanding clause must be used to protect families\‚ children\‚,en
rainbowsnook,The NHS cannot pretend to be unaware of the appalling consequences for children &amp; young people caught up in #GenderIdeology #SchoolToClinicPipeline  Vulnerable children identified as means of “income generation”  #StopThePBTrial #MedicalAbuse #FirstDoNoHarm #LeaveTheKidsAlone,en
STranswidows,The range of victims and the harms from #genderideology is enormous! Thank you @VictoriaPeckham for setting them out. Now @cabinetofficeuk @bphillipsonMP @Keir_Starmer : get a grip before you see the country bankrupted. #genderideologyispoison #sexmatters,en
coachblade,As HORRIFIC as it was to listen to this presentation by @WomenReadWomen \‚ it’s time that #Canada 🇨🇦 faces the truth about the (often hidden) pathology engine driving #GenderIdeology .    #LeaveTheKidsAlone !  #WomenAreNotMen   #MenAreNotWomen   #SexBasedRights matter for everyone!,en
coachblade,This one is really good!  ⬇️⬇️⬇️    Well worth the read.    Even #SCOTUS justices have been bamboozled!  That’s what really gets me.  Using the cult lingo in the midst of a proceeding to render judgement about the cult perspective. 😵‍💫    This is the nature of the #GenderIdeology psyop:  👉🏼,en
STranswidows,"""FoI response from @LBHF \""We have not made any application in 2023 or 2024 to be a \'@stonewalluk  Diversity Champion\' or to be included on Stonewall\'s \'Workplace Equality Index\"".    Good. Now to roll back your enthusiasm\‚ pl\‚ for #genderideology . The limit to Inclusion is""",en
MichaelBator6,"""RCMP officer labels rejecting gender ideology as \""radicalization\‚\"" but pushing fluid genders &amp; sexualizing kids is the real extremism. Calling reality \""far right\"" is pure projection. #GenderIdeology #Truth    https://t.co/HO52UPQ2YS https://t.co/bwhFj4Ohrm""",en
coachblade,Helpful review!  Thank you @prof_curiosity1 .     Sadly\‚ I suspect that ‘understanding why/how it happened’ won’t even be enough given what we observed during this #GenderIdeology madness.    The lesson I have learned is that Western democracies *actually* depend upon there being a https://t.co/zPAfnR6MeJ,en
VinceEEllison,The medical scandal of \'gender-switching\' is a lie. The Washington Post acknowledges cracks in transgender orthodoxy as dissent grows and the truth of the \'emperor\'s new clothes\' is exposed.   Watch the full video here: https://t.co/fMugrvb7K2   #Detransition #GenderIdeology https://t.co/r2gGFwxWP9,en
coachblade,The comedian becomes the joke.    Not a good look @iamjohnoliver !    I have a feeling @HJoyceGender is correct in this prediction.    I stand with @JamieWhistle and against all those who support medical abuse of children &amp; youth.    #LeaveTheKidsAlone \‚ John!!    #genderideology destroys,en
Moms4Liberty_IL,Nancy Pelosi 🤯 is for abusive medical sex changes on minor children which can have lifelong negative effects including sterility\‚ bone loss\‚ butchered body parts &amp; more…….. #genderideology #protectkids https://t.co/IqWZzdsumD,en
asthegirlturns,Thursday evening bromide\‚ on @RedState.    The Kids Are All Right: SoCal High School Girls Walk Out to Protest Boys in Girls\' Bathrooms https://t.co/iNbHBfY9Vb #genderideology #bathrooms #transgender #protests #California #Anaheim #EsperanzaHS #LesleyLedesma,en
coachblade,Thank you so much\‚ @listen2tish \‚ for speaking out about this problem.  It’s also happening in Canada; even in #Alberta.   #GenderIdeology is one thing\‚ but the bigger problem is ideological capture by bureaucrats and faulty *interpretation* by legislators who pass insane laws that,en
coachblade,I like this chart.  I shows the landscape at a glance - what happens when #GenderIdeology runs amok.,en
campusreform,Texas Tech audits race and gender ideology    @BiaginiWilliam discusses a new Texas Tech mandate for professors to disclose if their classes push identity based ideologies    #texastech #texas #genderideology #race #campusreform https://t.co/j7svMZ5p0K,en
SunilSharmaUK,The Supreme Court was clear: biological women are women.    So why are institutions still refusing to accept it?    Baroness @Fox_Claire explains how ideology is overriding law - and why this fight isn’t over.    Episode out now! 👇    #BiologicalSex #GenderIdeology https://t.co/Kn8sgMx88O,en
KathyConWom,Girlguiding may have removed transexuals. But is that the end of the sorry woke saga? Hmmm..    #girlguiding #genderideology    https://t.co/D6dF7ZEVWi https://t.co/LOKtN3ArMz,en
callwithdads,"""full video: https://t.co/TTCgzoaNTW  Some parents push agendas onto their kids\‚ like promoting gender transitions. What kind of mother would ever say\‚ \""Oh yeah my 8 year old is transgender?\"" That\'s pure evil. #Parenting #GenderIdeology https://t.co/2wTwGAgQSr""",en
artmajeur,A Rhode Island federal court has struck down Trump’s ban on works related to “gender ideology.” Major win for artistic freedom! 🎨⚖️    🔗 https://t.co/Gxh44BPezb    #ArtisticFreedom #GenderIdeology #Art #NEA #Justice #FreedomOfExpression https://t.co/hmRwFB2O5V,en
CatholicOnline,Wife of Sylvester Stallone Calls Out Hollywood’s ‘Loosey-Goosey’ Gender Culture    Read more: https://t.co/LXeupNLV7Z    #JenniferFlaven #SylvesterStallone #GenderIdeology #CatholicOnlineNews https://t.co/FPlk93d9z3,en
AmericaHappens1,The Jeff Younger case highlights concerns about parental rights and the potential for government intervention in child gender transition decisions. #ParentalRights #GenderIdeology https://t.co/ejJAjKbJSI,en
ReformDaily_,‼️ NHS offers ‘gender construction kit’ to trans patients    New guidance encourages would-be transitioners to try wigs\‚ perfume\‚ nail varnish &amp; hormones - raising serious questions about safeguarding &amp; ideology in public health.    #NHS #GenderIdeology     https://t.co/DvYhZfeny8,en
mathrubhumieng,Marriage trends in India shift over a decade; 90% prioritise ‘right person’ over age or income  https://t.co/bX7ecI4YNt    #Indianmarriages #Matrimony #Genderideology #Caste,en
TruthHunters,"""California parents sue LA schools over \""secrecy policy\"" hid their teen\'s gender identity struggles\‚ contributing to tragic suicide. Parents deserve to know &amp; support their kids—not be cut out. \""Social contagion\"" concerns are real. #ParentalRights #ProtectKids #GenderIdeology""",en
Moms4Liberty_IL,Libertyville high school library @District128 where sexual orientation &amp; gender change material is on prominent displays clearly defying Executive Order.  #libertyville #ProtectKids #genderideology #ParentalRights https://t.co/V8AcExaMEb,en
PublicTVEnglish,Elon Musk slams judge’s decision on gender ideology web pages\‚ calls it ‘absurd’ https://t.co/ElXhGCRbyh #genderideology #federaljudge #webpages @elonmusk @SenMikeLee,en
Moms4Liberty_IL,Libertyville @District128 high school manipulates students into accepting the violation (of Title IX) ❎❎ under the guise of tolerance allowing men to watch girls change at school 🚨    #protectkids #titleix #genderideology #libertyvilleil https://t.co/PPDtrJYQkC,en
MShipworth,❗️Wes Streeting\‚ UK Health Secretary\‚ says #FreeSpeech laws must change.    Following @Glinner \'s arrest for tweeting his opposition to #GenderIdeology &amp; supporting #SexNotGender &amp; #WomensRights .    Share Token:  https://t.co/8SO2jEtugu,en
MShipworth,#SexNotGender at @ComAcFreedom splendid annual conference yesterday:  Richard Dawkins highlights the problem of academics facing cancellation for standing up to #GenderIdeology and refusing to pretend there is a continuum of sexes.,en
rainbowsnook,Oh dear @scope   Do you really not support disabled people who request and are entitled to same sex intimate personal care? Shame on you: captured by #GenderIdeology   Feedback form (https://t.co/UmY3JHl6hZ…)   or supportercare@scope.org.uk  #SexNotGender #NoToSelfID #Safeguarding,en
MrSnakeOil,Very good way of seeing things! #GenderIdeology,en
rainbowsnook,Still find it hard to believe that @scotgov are prepared to sacrifice vulnerable women in prison for the sake of incoherent misogynistic #GenderIdeology So many commentators collude or simply don’t care   #NoMenInWomensPrisons #SupremeCourt #FollowTheLaw #NoToSelfID #Safeguarding,en
rainbowsnook,@RestIsPolitics need to reflect - they’re looking more ridiculous by the day. Swallowing #GenderIdeology hook\‚ line &amp; sinker seems a dubious stance when even @guardian is crumbling to the unstoppable force of reality   #SaveWomensSports #SexNotGender #NoToSelfID #Safeguarding #XX,en
bretto1997,Watch out for your kids! #gender #genderideology #lgbt https://t.co/Cv9HSzBXgo,en
LifeCmt23087,A trans activist has sparked backlash after accusing women of misogyny while presenting as female\‚ raising questions about gender identity\‚ women’s rights     #TransActivism #WomensRights #GenderIdeology #FreeSpeechUK #UKPolitics https://t.co/yn1PWln3NN via @FacebookWatch,en
outbackecon,Aussies upset about petrol taxes. Gender clinics for 12-year-olds aren\'t going to pay for themselves. #auspol #GenderIdeology #TaxpayerMoney,en
rainbowsnook,People cannot be so gullible that they don’t recognise this as grooming in plain sight - therefore they must be compromised &amp; complicit in this abuse of minors.   Get #GenderIdeology out of all groups for under 18s @scouts   #LGBWithoutTheTQ #RestoreSafeguarding #LeaveTheKidsAlone,en
TheArbourist,1/7  “Decolonizers Who Colonize: The Gender Ideology Hypocrisy”  The same activists who condemn cultural imposition cannot stop doing it themselves.    On gender\‚ the language of decolonization becomes a tool of appropriation.    🧵👇  #Decolonization #GenderIdeology #IdentityPolitics https://t.co/ShpJ1PXvSt,en
museumsireland,@TruthFairy131 We are beginning to realise that a large part of #WWII \'history\' was merely collective Accusatory Projection! This argument gains more traction when we look at the nonce sense fed to schoolchildren as \'Education\'.   Histrionics and #GenderIdeology don\'t belong in any curriculum. https://t.co/d2NEJ0C5gc,en
common__terry,Terribly sad story. A system captured by gender ideology. Awful.  #gender #genderideology #trans #terf #ideology #conversion #conversiontherapy,en
KeveuneT,"""@skarjay92 @CiaranDanielz TRAnslation of your bullshit: \""you refuse to bow down to #genderideology\‚ and that does irritate me\"".""",en
museumsireland,Attempted deflection backfires epically!     1: Children being left to die in agony of scoliosis etc.  2: Chemical &amp; physical castration/ genital mutilation of our young\‚ for #GenderIdeology.  3: Aborted babies left to die  4: Parents fleeced by the #ClimateScam.  5: #HumanTrafficking https://t.co/qklLzLFlgN,en
