author,body,datalegacylang
RetroArcade1980,Islam is a pedo death cult!\n\n#BanIslam,en
ProWestCiv,"“Sweden just recognized what millions of Europeans already know: criticizing a religion that openly calls for the murder and sexual enslavement of non-believers is not a phobia, but basic common sense and self-preservation.” #BanIslam",en
ScopedriverRet,@AlexDuncanTX #BanIslam in the US!,en
RobDoubleGooner,@GBNEWS @RemRossi #BanIslam would help,en
TexFontaholic,"What #UthmanFarooq doesn’t realize, hell is where ALL Muslims are &amp; will be. And  anyone else rejecting Yeshua HaMashiach /Jesus the Christ. \n#BanIslam #BanSharia &amp; #BanTheQuran it’s Satan’s book! https://t.co/83YmFdiFkh",en
GarethDavies007,So is this what Islam is doing to the U.K. \n\n#banislam\n\nSpaceballs Dancing Alien https://t.co/X3fCEXpOqK via @YouTube,en
GarethDavies007,Thank you for highlighting your tweet\n\nEvery word is true but governments and media contrive to keep the truth from our unsuspecting broader population \n\nWhere people still castigate the few that recognise the things mentioned in your tweet \n\n🙏\n\nGolders Green \n\n#banislam,en
cryttyr,@koshercockney Death to America. Death to Israel. Death to fags. Believe them when they tell you. #BanIslam,en
BertfromEng,@missdaisyfdoo @Nautigal56 @SkyNews Correction... he spared the world of 52 peado cult members #banislam,en
cryttyr,@iamthenas Lame and pathetic. This is all for narcissistic supply for the most useless people in Western Civilisation who are actively working to collapse our civilisation. These cunts can't even comprehend the gender apartheid of Islam. #BanIslam today.,en
cryttyr,Believe them when you import them to rape your kids. #BanIslam,en
pmvonhaan,@Ryandally08 @burkylie12 Ban Islam. Bondi was obligatory Islamic behaviour. Jihad within the Abode of War - Australia. #banislam,en
cryttyr,Believe them when they molest your kids. #BanIslam millions must go,en
cryttyr,@NiohBerg @RussellandOzzie Remember: they're just Muslim men doing Muslim men things. #BanIslam,en
Defcon1_Mom,This letter is hilarious and highlights the absurdity of Muslims in America…hell every country they have invaded #banislam #banvisas #banbirthrightcitezenship\n\nhttps://t.co/7U3lsjQVYw,en
RealKahunaJack,@paramourdonkey @RepKeithSelf @HUDgov @TheJusticeDept BURROWS AND THE REST OF THE RINO SCUMBAGS IN OUR STATE HOUSE &amp; SENATE ARE THE PROBLEM. THE MUSLIMS &amp; HINDUS GAVE A TOTAL OF OVER 19 MILLION DOLLARS TO ABBOTT &amp; STATE LEGISLATORS FOR THEIR CAMPAIGN WAR CHESTS! CORNYN SUPPORTS ILLEGALS &amp; THE TERRORIST ISLAMIC FILTH! #BanIslam https://t.co/ec4b8CZCoE,en
RealKahunaJack,"@RepKeithSelf @HUDgov @TheJusticeDept These weak, candy assed, milquetoast Mayors &amp; City Council Members that have already allowed the cities of Frisco, Denton, Wiley, Plano, Lubbock, Houston &amp; San Antonio to fall to these radical Islamic Jihadist TERRORISTS are the problem. WE NEED @ICEgov to clean house! #BanIslam https://t.co/jhkQGZgEE5",en
FarahRoseOFS,Id I CAN'T teach Gregorian chant in public school- HOW is this allowed? #banislam #bankoran #noshariaforamerica,en
GrumpsNort57879,Wet wipe cnut. #DeportThemAll #BanIslam,en
reid4904,@MatrixMysteries Where's the separation of #Church&amp;State  at @SupremeCourt !!\nSee the #two-faced approach  @MarcoRubio !!\n@StateDept  this is why you #banislam!!\nStart paying #Attention  @DHS !!,en
DoIt1745,@ACTBrigitte @thewriterme @ImMeme0 #BanIslam 🚫\n\nAbsolutely incompatible. \n\nThey must ALL be denaturalized and deported. No visas. No entry. No return.,en
cryttyr,"@realRick_AUS 2030 Every human: Can't believe I wasn't Islamophobic, #BanIslam",en
cryttyr,@SeanyBoyy89 @GBNEWS Believe them when they tell you. #BanIslam,en
cryttyr,@meishato Muslim boys doing Muslim boy things become Muslim men who do Muslim men things. #BanIslam,en
cryttyr,Believe them when they rape you. #BanIslam,en
yidsahhh,@implausibleblog Shouldn’t keep calling it antisemitism it’s called Islamic attacks they won’t stop at Jews ffs 🤬🤬🤬 #BanIslam,en
BertfromEng,"@RoverMcKenny @JuliaHB1 Oh do fuck off you nonce. He's killed two people, he has not fucking rights you moron. #banislam",en
pmvonhaan,@QBCCIntegrity Did it look at Islam? Ban Islam. #banislam,en
NorthEastLion,Amazing woman who isn't afraid to speak the truth. #BanIslam,en
johnsopinionok,@GAZAWOOD1 Perverts on Patrol - Muslim Men are raving paedophiles who can’t control their tempers or their sexual urges so innocent women are accosted. #banislam,en
cryttyr,Believe them when they tell you. #BanIslam,en
Divaneh666,@metpoliceuk @JohnWight1 I think he should have been shot in the head. \nHe could have had a bomb on him.\n#IslamSpreadsViolence\n#banIslam,en
FullMtlPatriot,Send them ALL back where they came from. #BanIslam #DeportThemALL,en
Divaneh666,@RealDonKeith The same thing will happen in the UK.\n#banIslam,en
FullMtlPatriot,This is why we shouldn’t allow ANY of these barbarians into our country.  #BanIslam #DeportThemALL,en
UranusHasRings,@TRobinsonNewEra @modem_peddlar I’d love to have been the policeman kicking him in the face 👌\n\n#BanIslam,en
Divaneh666,@TRobinsonNewEra @SaeedDarwin Cherry picking.\nThis is practiced in all Islamic sects.\n#banIslam\n#closeMosques,en
Divaneh666,@TRobinsonNewEra Islam has to be banned.\nIt’s not a religion. It’s a death cult.\n#banIslam\n#IslamSpreadsViolence,en
PapaToThem,@RadioGenoa Do they send Muslim schoolchildren to Christian churches to learn about Christianity?  #banIslam #banSharia #banhalal  your government is the enemy in the UK.,en
cryttyr,Believe them when they tell you. #BanIslam,en
mac_na_Alba,@ImMeme0 This is disgusting.  #BanIslam and deport all of its followers.,en
pmvonhaan,"I don't think that the Aussie SAS guys are in the middle east to evacuate embassy staff. They are there, by order of AkbarAlbo, to extract ISIS brides. @DrewPavlou @OzraeliAvi #banislam",en
pmvonhaan,"""@cyberpunkdingo They are terrorists pure and simple. If a slave or a sex slave was in the household then these \""brides\"" would've fully supported it. Ban Islam. #banislam""",en
aderatron,"Islam is a devilish cult, religion of cowards, cult of godless human and sex traffickers. #BanIslam #RejectIslam #JesusSaves",en
FullMtlPatriot,@realMaalouf This is EXACTLY why they should ALL be deported and their hateful system of conquest and oppression must be banned from ALL western nations. #BanIslam #DeportThemALL,en
FullMtlPatriot,This is EXACTLY why they should ALL be deported and their hateful system of conquest and oppression must be banned from ALL western nations. #BanIslam #DeportThemALL,en
cryttyr,"Intersectionality for thee, not for me. #BanIslam #Collapse #CollapseUK",en
GarbhGyani,"@mariakhan_11 Yeh wala zyada dangerous hai...educated k2was are cold blooded monsters...Everywhere in the world be it dr, engibwer, architect, accountant or a ceo all just have one goal ie of jannat and 72 butts.Even science, technology and education could nit straighten this dograil #banislam",en
LaurelBarboza,#GLOBALJIHAD\nSo it is written.\nSo it shall be done.\n#BanIslam\nIt can be done.,en
DoIt1745,@AmyMek Enemy invaders. \n\n#BanIslam 🚫,en
PapaToThem,@RadioGenoa Islam is darkness and death. #banIslam #bansharia #banHalal,en
UranusHasRings,@Robbie_Reasons @RalphWOlly Mosques should be banned.\n\n#RazeTheMosques  #BanIslam,en
HX1MAN,"‘In the name of Jesus, get in the car’: UK Christian pastor arrested for criticizing Islam - COMING TO THE U.S. UNLESS WE REPLACE THE COWARDS IN BOTH PARTIES IN CONGRESS.  #banIslam  https://t.co/AkLP7T6kAx",en
FullMtlPatriot,"Send them back with they belong. These people refuse to assimilate, and their beliefs are incompatible with ours. #BanIslam #DeportThemALL",en
FullMtlPatriot,Stop allowing these savages into our country. #BanIslam #DeportThemALL,en
cryttyr,Believe them when they tell you. #BanIslam,en
graham0324,Terrifying stats here..#banislam #deportmuslims #outlawsharia\n\nOf American Muslims:\n- 50% support banning depictions of Muhammad\n- 46% support the formation of a Muslim political party\n- 39% support implementing Sharia law in America\n\nIslam and the West are not compatible.,en
UranusHasRings,"These stories are happening almost every single day.  And in 99% of cases, the perpetrator is #MuslimVermin \n\n#BanIslam #DeportMuslims 👇",en
BigToePolitics,Wake up @YourAlberta @Alberta_UCP @UCPCaucus @BrianJeanAB @demetriosnAB \nIslam is not compassionate with western society.  \n#Banislam #StopIslam #ableg #abpoli,en
cryttyr,@SilentBriefHQ Then we imported all their fighters to come and do the Islam in western civilisation. #BanIslam,en
cryttyr,@Pseudo_Prophet_ Just another day living in the Transvestite Jihad on Planet Psychopath. #BanIslam,en
FullMtlPatriot,Send every last one of these inbred savages back to the Muslim majority hellholes they came from. #BanIslam #DeportThemALL,en
savethewest25,Islam is a cancer to western civilization and always has been\n #islam #islamisevil #BanIslam,en
IamJustJulie,This is their sincere plan. Believe them. #IslamIsEvil #BanIslam,en
PuzzledEmphasis,Islam is an INSULT to Iran. Islam is in NO WAY compatible with Iranian culture. We are NOT muslims. Calling an Iranian a muslim is like calling a Jew a German Nazi! #BanIslam,en
cryttyr,This is the bloodthirsty mindset of those who support #FreePalestine. They support Muslims murdering non-muslims. #BanIslam,en
danielobjetivo,@diegomuguetrj DISGUSTING!!! #BANISLAM,en
cryttyr,@miriamcosic It's because of all the underage terrorism. #BanIslam,en
cryttyr,@Rojava0366 @realMaalouf @AliserDersimi Lies. #BanIslam,en
cryttyr,Believe them when they tell you. #BanIslam,en
cryttyr,Believe them when they tell you.#BanIslam,en
scottglock,@liz_churchill10 In Islam the Infidel is seen as a target. Infidel women are to be raped and held as sex slaves. #BanIslam,en
CIRCA2025,@StateDept @realDonaldTrump is fighting terrorist abroad when #America has been I vaded by them!! #Banislam it's not a religion but a evil organization that rapes young girls by forced marriage at 9 years old. Beats women etc etc,en
SilverFoxInOz,#BanIslam BanferalBlacks https://t.co/f0YXtd1jsc,en
JohnnyBgood2025,"#BanIslam, it is a rape cult.",en
cryttyr,They're the same everywhere they go. Believe them when they rape kids. #BanIslam,en
RobDoubleGooner,@DavidVance @GoodwinSuzy Sickening.\n\n#IslamIsTheProblem\n#BanIslam,en
SuziBKota,"@DefiyantlyFree @LarryTaunton Islam is Epstein Island every day, across 56 countries. #BanIslam",en
ArtmisIII,I envision a day when Islam is accorded the same legal status as murder and rape under state law. Whether I live to see it is irrelevant; what matters is that it will come.\n#BanIslam\n#IslamIsTerroristCult,en
EHz365,This is the kind of heinous monsters Islam produces. May the Lord come to the aid of Nigerian Christians. God Forbid the USA ever fall under the control of Islam. #BanIslam #BanShariaLaw,en
BernardCastle85,@Afghan609 It might be too late but we owe it to our ancestors and to our children to at least try :- #BanIslam https://t.co/WbVyhjyHOH,en
HoosierAmerica,#banislam before its too late,en
CivitasNostra,"@golbarg_teh European cities are clean, it is from muslim shi###oles pakistan! \n\n#banislam",en
GarethDavies007,Visiting Maldon Essex today and good news\n\nAt long last the council have taken action against The Raj “Indian” Restaurant (usually owned/run by Pakistanis or Bangladeshis)\n\n#BanIslam https://t.co/mE0naXPVe7,en
cryttyr,Prayer scar on forehead. He is most superior in Brown Supremacist Intersectionality. #BanIslam,en
cryttyr,"@realMaalouf They don't love Islam, they hate Western Civilisation just as much as Muslims do. #BanIslam",en
cryttyr,Muslim man just doing Muslim men things. #BanIslam,en
cryttyr,@HumzaYousaf Innumerable child rape gangs: silence. \nOne single victim: WE MUST STOP THIS SCOURGE. \nMe: #BanIslam,en
cryttyr,"@jelinaangelll Oh boy. Not good at the situational awareness, are you? They hate you. The men AND the women. At some point, even the slowest amongst us will come to understand Brown Supremacy, and at the top of that garbage hierarchy sits the Muslim man and his four wives. #BanIslam https://t.co/AuBtuHl70H",en
cryttyr,"Not your personal army. Everywhere is Islamic now, so travel with your male family members and join the case to #BanIslam",en
cryttyr,Believe them when they tell you. #BanIslam,en
SilverFoxInOz,"If you say certain things, you annoy just the right people. #BanIslam https://t.co/HPBn270mtA",en
DDinklevoss,@YossiBenYakar Omg I might have to go to Greece now when it’s cancer-free! #BanIslam,en
DoIt1745,@RAM_789X @VividProwess What utter nonsense. Don't defame Shaivism and Hindustanis. The kaaba is the abode of Satan and the mohammedaners are his demon-possessed followers. #BanIslam 🚫,en
679rex81055,@ChibiReviews Mass deport all Islam swine now #StopMulticulturalism #MassDeportationsNow #banislam #banmuslim #bankurdis #banmosque #saveShinto #saveBuddhist #savejapan #protectjapan #banjews https://t.co/I5NhpUvXAF,en
679rex81055,@MadamSavvy Mass deport all Islam swine now #StopMulticulturalism #MassDeportationsNow #banislam #banmuslim #bankurdis #banmosque #saveShinto #saveBuddhist #savejapan #protectjapan #banjews https://t.co/KoDmnoRpwD,en
bluedreambeast,@ICEgov Death penalty. No trial. #BanIslam #BanImmigration,en
FullMtlPatriot,Islam is a totalitarian system of oppression that cannot coexist with western civilization. #BanIslam,en
FullMtlPatriot,"Import the Third World, become the Third World. #BanIslam #DeportThemALL",en
FullMtlPatriot,The Islamic invasion of our country is real. #BanIslam,en
jmavankal,@EYakoby @esw_real 😢. RIP Amir Ali Mirjafari. The Persians are suffering! The mullah regime needs to be crushed. And Islam THROWN out of Persia!\n\n#IslamIsTheProblem\n#BanIslam,en
HoosierAmerica,Pay attention 👏🏽 #banislam,en
LycanTherian,"@zundamotisuki Absolutely.\nThey dont do this in their country, only forgein countries.\nWhy?\nTo show their religious dominance of you!\n#BanIslam",en
cryttyr,Toss this weird mediaeval garbage into the bin. It's not our civilisation. #BanIslam,en
cryttyr,Believe them when they tell you. #BanIslam,en
BertfromEng,@ahsanforbritain @MartinDaubney @GBNEWS Leave our country and take your peado cult with you #banislam,en
BertfromEng,@saimatee121 @SkyNews I don't care if you were born here. We don't want you or the rest of your stinking peado cult in our country. #banislam,en
Threat2Dmocracy,"@WHLeavitt @SouthTower1776 Way past time. Ban Islam and deport them all. It's NOT A RELIGION! It's a barbaric, terrorist ideology and they have made it clear, by their chanting and yelling as well as historical evidence proves, they have zero interest in assimilating into western culture. #BanIslam",en
cryttyr,Growing problems everywhere. The first is that it's a made up thing. It's sky faeries. It's sky faeries that produce the most abhorrent violence on the planet. We are on a path to #BanIslam. Islam is the business case to #BanIslam.,en
cryttyr,Believe them when they tell you. #BanIslam,en
cryttyr,@NiohBerg After three generations of cousin marriage they are genetically equivalent to half-siblings. These men are quite literally impregnating their sisters. #BanIslam,en
cryttyr,"Believe them when they arson attack, stab you, tell you. Start believing them is the start of the business case to #BanIslam",en
aderatron,Why are Americans allowing their kids to be traumatized by the evil of Islam? #BanIslam and save the children. #Islam is Christianophobic. #IslamIsEvil #JesusIsLord,en
graham0324,"All too true.  No muslim radical or not should not be allowed in our society, taqiyya is their strategy to lie and deceive us.  We can't trust one of them, not a word out of their mouth. \n\n#banislam #nomoremuslims #deportmuslims",en
DoIt1745,@realMaalouf #BanIslam 🚫\n\nThat is all.\n\nThere is no other way.,en
cryttyr,"#BanIslam. Islam is a whole alternate civilisation that's come to destroy Western Civilisation. It's not multiculturalism, it's Brown Supremacism.",en
cryttyr,Believe them when they tell you. The women are as bad as the men. #BanIslam,en
BertfromEng,@Xena_chronicle @Freikorps9 @SkyNews @ukhomeoffice @ShabanaMahmood We want all of you stinkers out of our country. #banislam,en
HoosierAmerica,Pay attention. They take over from within #banislam,en
FullMtlPatriot,This is why we need to deport ALL Muslims who have come to our country since 9/11/01. Islam is a totalitarian system of conquest and oppression that is incompatible with American culture. #BanIslam,en
HX1MAN,Any politician not concerned with this is unfit to hold office.  #BanIslam in the U.S..,en
Dedicata,@LizaRosen0000 Child abuse is systemic in Muslim culture. \n\n#BanIslam,en
SouthernPatri16,@ForgiatoBlow47 Yes! Arkansas needs this law passed!\n@SarahHuckabee \n\n#BanShariaLaw \n#BanIslam,en
CR_RefBapt,"@WWUTTcom She needs to be censured, impeached, denaturalized, and deported. #DeportThemAll #BanIslam #AbolishIslam",en
mac_na_Alba,@TRobinsonNewEra Disgusting how the mooslims are always screaming there needs to be more respect for Islam when they NEVER show ANY respect for Christianity. Western CIVILizations need to unite and #BanIslam.\n#IslamIsHate,en
Fun1Deb,"Islam is the fastest growing “religion” in US prisons.  A place full of criminals with history of violence towards law abiding citizens,  100% dependent on taxpayers.  I guess it takes one to know one. #BanIslam",en
lewinskylou2,14-year-old Turkish Muslim girl named Nour STABBED TO DEATH in Dutch village Blerick in The Netherlands by her Turkish Muslim parents\n#banislam,en
vonsheepish,"The danger is in spending too much energy attempting to change Leftist minds.\nBetter to make the truth available for all who WANT to see than to become vulnerably distracted, bogged down, or tied up.\n\n#BanIslam root and branch. https://t.co/5S0GDviCm5",en
PapaToThem,@RadioGenoa #Islam is death and darkness. #banIslam ##banHalal,en
somcareeraxis,@realMaalouf Only solution #banislam,en
FullMtlPatriot,Western civilization is being “enriched.” #BanIslam #DeportThemALL,en
cryttyr,The women are as bad as the men. #BanIslam,en
SoFlobrah,"@RepFine It happens everywhere that 3rd worlders go.\nYou cannot educate someone or expect them to stop their 3rd world, barbaric mindset by dropping them into a 1st world country.\nThis woman found her missing cat on this African’s grill being cooked.\n#Remigration now!\n#banIslam https://t.co/q0S4AXtaG3",en
LadyBookworm117,"@MOSSADil No country can know prosper or know peace under Islamic law. People cannot be innovative, productive or happy without freedom and autonomy. Countries can't be at peace when they are ruled by an oppressive ideology that hates everyone who isn't straight, male and Muslim. #BanIslam",en
Menshmister,Islam evil and Pedophile👇\n\n#islamisevil #banislam #islamofobie #jesus #islam \n\nhttps://t.co/6mT0EBkjJG,en
MarcellasFloors,@ianmiles These locusts only devastate the lands they invade. #BanISlam,en
MarcellasFloors,"@onyxk711 @ianmiles Coming from a member of a destructive demographic known for rape gangs, wife beaters and goat humpers, that is hilarious. #BanIslam",en
grim_reefer4,"@MetalHammer Tommy's a hero. End of story. If you're not on his side, you are on the WRONG side. #BanIslam",en
cryttyr,Everywhere is a protest! #BanIslam,en
cryttyr,#BanIslam. It's an evil death cult run by Brown Supremacists. What is good about it?,en
cryttyr,"#BanIslam is coming. The question is, does the UK have to fully collapse before we implement the ban on Australia?",en
GarethDavies007,"Belated congratulations to both you and @liamtuffs1 on an excellent interview, Kathy \n\nYou correctly identify the existential threat to our country - Islam and Islamification \n\n#banislam",en
cryttyr,"@TruthFairy131 It's layers of gangs. You've got the Islamic governments, funding diaspora mafia, then they hire these African goons. #BanIslam",en
cryttyr,Believe them when they tell you. #BanIslam,en
cryttyr,@Ryandally08 @Jumpedup3 Muslims love murder. Islam is a death cult. The women are as bad as the men. #BanIslam,en
SilverFoxInOz,Here’s a thought: why are Muslims inherently insane? #BanIslam,en
germarykelly,Muslims are not to be trusted #BanIslam #BanHalal #IslamOut #DeathCult #ReligionOfDeath #ChristIsKing,en
EagleLionRise,@marklevinshow Also #banislam,en
Bosmans10503921,#BanIslam  worldwide\n.\nSHARE\n.\nhttps://t.co/EGIoag8E8o,en
Bosmans10503921,#BanIslam  worldwide. \nhttps://t.co/zY6F1n2Upk,en
consumer_common,Sharia Law is around the corner. \nStop it. Stop it in Great Britain. No to Sharia Law in the West. \n\n#BanIslam,en
CIRCA2025,#America must #BanIslam !! The threat is within !!,en
Bosmans10503921,#BanIslam  worldwide\n.\nSHARE\n. https://t.co/GY4G7SBKq4,en
Bosmans10503921,#BanIslam  worldwide\n. https://t.co/hYaMKoLO0R,en
Bosmans10503921,@RonMorr93093317 @HJB_News__ #BanIslam  worldwide\n. https://t.co/94ok9BstBT,en
Bosmans10503921,@JAYLAMB1 @HJB_News__ @Keir_Starmer #BanIslam  worldwide\n. https://t.co/JKg5pzhvaZ,en
Bosmans10503921,@Echo16049 @LizaRosen0000 #BanIslam worldwide https://t.co/U82eadLoss,en
Bosmans10503921,@JackT337893232 @LizaRosen0000 #BanIslam worldwide.\n. https://t.co/lLD7UgfMh2,en
Mary14467376106,Islam is a demonic death cult with a mission of destroying Jews and Christians worldwide. \n#BanIslam,en
HX1MAN,People don't fear Muslims enough.  #BanIslam,en
HoosierAmerica,They won’t coexist #banislam,en
LadyBookworm117,"@piersmorgan No country can know prosper or know peace under Islamic law. People cannot be innovative, productive or happy without freedom and autonomy. Countries can't be at peace when they are ruled by an oppressive ideology that hates everyone who isn't straight, male and Muslim. #BanIslam",en
JFlarety24766,@Alinavisooo Fuck no! #BanIslam #BanShariaLaw,en
KrackTeja83461,"Islam is the Current Global Pandemic. World Countries must Isolate or Deport them to Islands where no chance of Human Contact. COVID is Tutorial, Islam is real Game. #BanIslam, #DeportIslam",en
GarethDavies007,It’s a sign of domination\n\nWhy do we allow these exhibitions of domination by one religion when more successful Hindus &amp; Sikhs make no such demands\n\nThey only do it because we let them?\n\nWhy don’t we stop them from doing it?\n\nSay no to these exhibitions of domination\n\n#BanIslam,en
GarethDavies007,@RadioGenoa It’s a sign of domination\n\nWhy do we allow these exhibitions of domination by one religion when more successful Hindus &amp; Sikhs make no such demands\n\nThey only do it because we let them?\n\nWhy don’t we stop them from doing it?\n\nSay no to these exhibitions of domination\n\n#BanIslam,en
SoFlobrah,"Maybe the #AWFULs should read this &amp; take it to heart.\nWhen We the People speak out against Islam it’s for a good reason, it’s a barbaric death cult that worships a cousin-marrying, inbreeding pdf file.\n70k terrorist attacks by Muslims 1979-2024- #banIslam https://t.co/JFKDrVhFZB",en
JohnnyOPatrick,@MarioNawfal They don't even do these public prayers in the natural country. This is a display of numbers for 1 reason. #banislam,en
DoIt1745,"""@EYakoby They're called Muslims.\n\nAdherents of Islam—a sick, perverted, sadistic, evil death cult founded by a demon-possessed rapist pedophile mass murderer psychopath fake \""prophet\"" POS.\n\nAn ideology that is an anti-religion and NOT defensible under \""freedom of religion.\""\n\n#BanIslam 🚫""",en
Babukishan,@DwightSinghS @JimmyCanuck56 #Wrong always have to stop 🛑 the name of #Religious !! We r in @Canada so #banislam #bankhalistanis #banblm #banviolent !!#Bill21 all over @Canada !! @google @nationalpost @GlobalNational @ctvottawa,en
AllisonVG,@sesamestreet Fuck you no. #banislam,en
XAEA129,@Sofia50020Sofia I don't want to hear call to prayer 🤬 #BanIslam,en
vonsheepish,Enemy within.\n\n#BanIslam root and branch. https://t.co/h562WM5Zlv,en
cryttyr,The Business Case to #BanIslam,en
cryttyr,Believe them when they tell you. #BanIslam,en
cryttyr,Aggressive Street praying in Sydney. #BanIslam,en
Babukishan,@ndtvindia #BanIslam in #West by #Laws !! @nationalpost  @RebelNews_UK @RebelNews_USA @RebelNews_QC @RebelNews_AU @skynews @BBCWorld,en
graham0324,This will end badly...#banislam #nomoremuslims,en
graham0324,This is why these savages need to be shipped out of Western Society.\n\n#banislam #nomoremuslims,en
FullMtlPatriot,Any “religion“ that commands its followers to rape a woman in order to prevent her from going to heaven is just evil in disguise. ☪️ #BanIslam https://t.co/75UOVU487E,en
FullMtlPatriot,"This is what Muslims do to women. Islam is an evil system of oppression, violence, and death. #BanIslam https://t.co/cJ8D1vKgex",en
AnnPeck96857,A message to @Pontifex and the  @VaticanNews \n#notmypope #banislam https://t.co/6ApHkRLQyL,en
cryttyr,@WearThePeaceCo Insufferable turds. #BanIslam,en
cryttyr,"Coming to Australia courtesy of the bullshit European free trade scam. #BanIslam it's bad culture at best, civilisational collapse at worst.",en
mac_na_Alba,@MisslnAction The entirety of Western Civilization should unite and #BanIslam and deport ALL of its followers.,en
mac_na_Alba,@Sunkized01 Fuck no! \n#IslamIsHate\n#BanIslam,en
GnomeGnutzz,@DavidJHarrisJr Agreed #BanIslam,en
