author,body
jasonleong,@saladinMY A matter of time before they show their strength as they become more emboldened &amp; intolerant with liberals encouraging them. #NoGayPride
_hotboy752,LMFAOOOOO shuttup you not gay #NoGayPride #ImLesbianToo https://t.co/k6wEamy795
chips_228,"I feel sorry for this woman💔💔💔😿, this man who did this is scum\n#trans #NoLGBT"
yaoifesta,@yumatopia i hate gay ppl #nolgbt
elizeusantos,"@DamaresAlves JESUS TE GUARDA, #Brasil 🇧🇷🇺🇸🇬🇧🇮🇱🇨🇵🇸🇩🇬🇶. #NoNazis. #NoLgbt. #NoHamas. #NoTerror. #NoWar. #NoLula. #NoKamala. #No147A. JESUS SAVE TRUMP. JESUS SAVE USA. JESUS SAVE UK. JESUS SAVE FRANCE. JESUS SAVE EUROPE. THE HOLY SON CHRIST JESUS SAVE ISRAEL. JESUS SAVE GAZA CHILDREN WORLD."
elizeusantos,@CostaNetoPL @christonietto JESUS SAVE BOLSONARO AND FAMILY. #NoLgbt. #NoNazis. #No147A. #NoCommunism. #NoTerror. #NoWar. Twitter: @elizeusantos. JESUS SAVE TRUMP. JESUS SAVE USA. JESUS SAVE UK. THE HOLY SON CHRIST JESUS SAVE ISRAEL. JESUS SAVE PALESTINE. JESUS SAVE IRAN. JESUS SAVE VENEZUELA. #Brasil🇧🇷
elizeusantos,@WhiteHouse @ufc @danawhite I am here Mr. President Donald Trump. JESUS SAVE YOU. @Google. @Microsoft. #Brazil. #NoNazis. #NoLgbt. #NoLula. #NoCommunism. #No147A. JESUS SAVE IRAN CHILDREN WORLD. GOD BLESS YOU USA IN THE HOLY NAME CHRIST JESUS.
okonochiato,babe ofc we would also be hanged on the wall if we lived in gilead #nolgbt
elizeusantos,@Pri_usabr1 THE HOLY NAME CHRIST JESUS SAVE TEMER AND FAMILY.  JESUS SAVE TRUMP. JESUS SAVE UK. JESUS SAVE FRANCE. JESUS SAVE BRAZIL. JESUS SAVE WORLD. #NoNazis. #NoLgbt. #NoTerror. #NoWar. #NoCommunism. #NoSocialism. #NoCorrupt. #NoLula. #NoFakePolice. #Brasil 🇧🇷🇺🇸🇬🇧🇮🇱🇨🇵🇵🇸🇬🇶🇻🇪🇷🇺🇺🇦
ZBinAli4,There are more and more Muslims in large countries such as China and Russia\nand America makes the country safer because Muslims are not terrorists.\n#NoLGBT\n#NoManMarriedMan\n#NoWomanMarriedWomen\n😁😁😁😁😁😁😁😁 https://t.co/KdWWgIbxni
topsyyturvy,"These people must be taken to task and boycotted for the Barzakh drama. Do not let this go unchecked, unaccounted for. Let them feel the heat. \n\n#NoFahashi \n#nobarzakh \n#NoLGBT \n#boycottbarzakh https://t.co/kIq7kjk7OC"
SwadeshPattana4,"@JasonReidUK I'm really sad to hear the death of the lady...... We shouldn't kill anyone for LGBT. We have to kill the mindset of LGBT. We hate LGBT concept, but shouldn't kill anyone. Let's burn the flag into ashes, but don't harm lives.\nRIP Lauri....\n#noLGBT\nGood job @TravisIkeguchi"
tAALz,"What is forbidden stays forbidden, and I and many others won't alter our principles, beliefs, or teachings because of a handful of misinformed &amp; ill-educated people attempting to portray what's wrong as right.\n\n#LGBTisHARAM #Islam #NoLGBT #HARAM #Homosexuality"
curedway,@hxhedtwt youor Son was a faget . . Not me tho #nolgbt . ❤️
phd_crypt081,Was filling an online form… O Man o man….\n\n#twogenders #nolgbt https://t.co/B4TCfquLx5
_ndiik,"@LFC let the liverpool flag remain red, and let the colors of the rainbow remain beautiful without any LGBT frills\n\n#RedForever #noLGBT"
jhurbum,Yeah....that's my goat :).....heh\n#nolgbt . ........ #tylerthemaker...
de691250a4a9464,@realDonaldJNews Let it be done #nolgbt
ReemZregi,"@DonaldTNews When you label people, this is the definition of racism. When you start same-sex marriage, this is the end of the world. What happened to manners, ethics and psychology!! #noLGBT"
Mujkeza,"#Donald #Trump implemented a ban on transgender individuals serving in the military and appointed several officials known for their anti-LGBTQ+ views during his presidency, making him a controversial figure among LGBTQ+ activists. \n\n#NOlgbt!!!"
akmalfirdxus,You're a joke.  Can't even accept your own pathetic existence and you expect others to? Get a reality check. @godotengine \n\n#Freewokemind #Nolgbt
w5ooUoGp6OVmZvg,"Of course, I am not a lady.  😂\n\n#NoLGBT"
icedcoco_4,The way that lesbian/bi women are obsessed with insects and reptiles absolutely petrifies me. As a 🚬 I do NOT need to be in the same community with these monster-loving women. #NoLGBT #NoLGB https://t.co/7J36KL0Naj
WildBillNoMore,@leslibless You mean “Tampon Tim” World Health who let Minneapolis burn to the ground during the BOM “peaceful“ protest in 2020? The same guy who wants illegals to have drivers licenses? #NoLGBT https://t.co/0s439miDTc
ErdoganBurhan1,@a5medv Those who change the gender given by ALLAH are enemies of humanity. A person should maintain their natural gender. #NoLGBT\nGreetings to Muslims from Türkiye.
MrMuslim99,"It's low! France was a dream for me, but today my heart is broken! #Nolgbt #nolgbt #nolgbt the end of it all is a disaster don't forget about the history of sadoma and gamora https://t.co/zqKfOSCH5m"
KXorku,#NoLGBT #even #nodiddy. in the Bible God forgave a whole country cos a man killed same genders having sex @el
icedcoco_4,Gay men are men and have more in common with heterosexual men than homosexual women. Lesbians are women and have more in common with heterosexual women than homosexual men. #NoLGBTQ #NoLGBT #NoLGB
icedcoco_4,I’ve said it before and I’ll say it again. Gay men and lesbians have completely separate cultures and interests and should not be forced teamed in the same movement and community together. #NoLGBTQ #NoLGBT #NoLGB
mustimuye,LGBT is inconsistent with our religion and culture. We will resist whatever we can to see that they don't have freedom to operate in Nigeria. #NOLGBT #Nigeria
hussainigasma,"@Waspapping_ I think you shouldn't place that emoji, saboda a halin yanzu clarification na Federal Government Official ake bukata. And you know how influence you are. Please we have to Advocate This wisely. #NOLGBT"
ZeroSuitH0m0,@OWCavalry power rangers? This is the future that liberals want. #NoLGBT #MayoOnly
christmilites,"The #lgbt lobby is one of the most direct threat to the West.\nTheir violence , their imposition of their sick behaviour is unbearable.\nBeing gay is mental disorder, as all other sexual deviation.\nLet s restore the natural order of things \n#NoLGbT\n#FuckPride"
jdtexfreedom,June is coming! #noLGBT
saraRD1981,@jacksonhinklle Good work dear Mr Putin I wish more western countries leaders would follow his example 🙏🏽 #NoLGBT #saveOurChildrenFromTheseLGBT #homosexualityIsNOGO
princessly420,@SAlNTKARMA At the lord house sinningggggggg #nolgbt https://t.co/hRgxU57FXp
avkucukcayirTR,@ConflictTR LONG LIVE GHANA 👍 #ghana #nolgbt
graham_sheelagh,"@an_brasan UL should be embarrassed to publish this, in the wake of two young people having lost  their lives in this hospital. If I had a sick child in Limerick I would not send him/her to that hospital for treatment. Why are they pushing LGBT ideology on small children?\n#NOLGBT\n#braindead"
unitedattackID,@ManUtd @RainbowDevils Forcing respect with disrespect. Shameful. #NoLGBT
ingat_hidup,@OliLondonTV @IsraelMFA the defenders of israel why do they look like women? disgusting 🥴\n\n#noLGBT\n#freepalestine
The_25thbaam,@PicturesFoIder Say no to LGBT | These people's should learn from animals even there's no third gender | lol #nolgbt
damon_jonathan7,"@Geekdaddy75 The alphabet comm*n*t* is ev*l. They idctrnte children and they n*g*tively affect societies, movies, shows, and more. Supporting them in anyway is wrong. We have to raise awareness regarding the problems they caused so that they get solved. lgbtq\n\nUse hashtag: #nolgbt"
benwes22,"@taylorswift13 The alphabet comm*n*t* is ev*l. They idctrnte children and they n*g*tively affect societies, movies, shows, and more. Supporting them in anyway is wrong. We have to raise awareness regarding the problems they caused so that they get solved. lgbtq\n\nUse hashtag: #nolgbt"
Dilwarh04079478,@jacksonhinklle That’s what leaders do to prevent this virus from spreading. SAY #NoLGBT
CuyKintil,Say no for LGBTQ+ !!!!!!\n#NOLGBT
SaintSebm,A real rag \n#NoLgbt\n#FuckLgbt https://t.co/i7RAkPdnmO
noaska978,@Stevaniehuangg #AntiLGBT  #NoLGBT  Say No For LGBT
m_verushka,"Somebody tell me please,..why this gay do not participate at the Mister Netherlands then..??? What is going on in this crazy world..???..If someone hooks a ponytail and indenfy itself as a horse...than we have to exept it as a human with deviation or as an animal...??..🤦 #nolgbt"
lifeasaproject,@FlowersEnglish this is wrong\n#nolgbt
omamakojo,@BBCAfrica We as Ghanaians have cultural values to preserve and protect.....#NOLGBT......
M_Junaid_Jadoon,We will never ever support LGBT(Q). and we will hunt those who support them if these are website we will deface them and if they are countries we will damage their infrastructure.\n#TheHolyQuran #NoLGBT #opsweden
aMUHTASIBn,Damn youuuuuuuu 😤\n#noLGBT
KambalaFisty,@MbuyiDede #NOLGBT IN DRC ! 🤦
job_matua,@finest_nt @usmissionuganda @Nats20122351 @Kasubo2 @KampurireJ @JonahRuhima @maggie_kiiza @MKarekye @KemiMk26 @coumartyrs2023 @katwiireMolly American empire is about total arrogance and disrespect to everyone who doesn't follow their evil Homosexuality and Lesbianism.\nI think you should not waste time. Give them time to deceive themselves and perhaps get psychological satisfaction of thinking they are above.\n#NoLGBT
Wadadada04,"#NoLGBT in Africa it's time  for us or we of Africa people and Africa land Stop dancing to the music 🎶 of so called western countries Santanic songs andActs. Sodom &amp; Gomorrah in our day are USA 🇺🇸, CANADA 🍁 Stop Stop 🛑 your BULL SHEET now"
tarjimlo,"""@yusefren \""We oppose perverted minds and uphold sacred family values. No association with LGBT. Lies exposed by freak alliance. No comment on opposition's puppies. #FamilyValues #NoLGBT\"" https://t.co/7mvfTt2Ycn"""
ShenlongGaming,People that are addicted to smoking are thinking if they stop smoking something wrong or something missing and it makes them keep trying to find a way to smoke again and again \n\n#mentalhealth \n#MentalHealthMatters \n#noLGBT \n#education
van_all_,Please save our generation from this. Say #nolgbt ... 🙏🏿
prysiemrcharyie,@amrufateh Tak kisah about Woman's March. But why that flag? Whyyyy the flag? #NoLGBT
qasimzafar_ksa,Protect Your children from LGBT the garbage.\n\n#NoLGBT https://t.co/EoEP8dpKYQ
VentoGiusto,"@POTUS You just assumed his race, #nolgbt"
Bakermbills1,I just feel like shouting that @KagutaMuseveni  did the best \nNow let the law interpreters \nMake the law talk \n#noLGBT\n#Nohomosexual https://t.co/KNwTrWCMex
medico_athlete,Go be strong or go home ..or u know come i will give u lollipop then u can go home with small little kiss on cheek kid ;) ..it's u against u eachday\n#NoLGBT #MotivationalMonday https://t.co/MLEHiLQATj
Muwangu79611866,"@swaibusenoga2 @sheilahsheilah7 @HEBobiwine @arnold_gatsinzi @Tracy_Kats @NyaburuFaith @tomosigroup @KK_Mellon @PatriciaMagara @EmmaMagaga @JonahRuhima Look at your life honestly\nJust for change, you bring in homosexuality? No sir, we are educated and we can't support that #NoLGBT"
ploofsm1312,So disgusting!! Stay away from our children!! #StopTransgender #NoLGBT
MrKrek2,Lgbt is Crime #StopDrinkingAlcohol #NoLGBT
hinaSN,"""The word *FITNA* is from the word  فتن \""which means *to burn* or to *try by fire \"" (ˈfɪtnɑː) / noun. a state of trouble or chaos. Fitnah (Arabic: “trial” or “test”) or  temptation #noLGBT #notforfun ⛔️🚫#banscrapfest 🚫⛔️ #anyothersuchactivities #speakbeforeitstoolate"""
jdtexfreedom,This comes as no surprise. LGBT are perverted and deranged all through their movement. May their judgment be swift and unrelenting. #noLGBT
KlutzgamerYT,@LayahHeilpern LGBT     \nNEED GO TO PRISON\n\nPEDOFILE \nNEED GO TO PRISON AND GET A 1 BULLET SHOT \n☠️☠️☠️☠️\n\n#NOLGBT
jdtexfreedom,Stop groomers. #nolgbt
DianRoset,@cocopudu The fuck this LGBT #nolgbt
davidefelix,Wise words!\nDressing like superman will not make you fly!\n\n#NOLgbt #trans are #pedophiles
hueduetothe,Yall asking for equal rights in this country but can't even respect the law of this country 😊  #NOLGBT #LGBTQ
hueduetothe,This country will never be a country that accept same sex marriage or LGBT in our community and THAT'S IT.\nEvery country has their own rules if yall doesn't agree with the rules in malaysia I suggest yall go damn yourself #LGBT #lgbtMalaysia #NOLGBT
ArafatSabbir,#NoLGBT #NoBeers #NoNudity\nand world enjoyed the #BestWorldCup ever.
SaudiGovWorker,THIS IS THE GREATEST WORLD CUP FINAL EVER AND IN THE MIDDLE EAST TOO!!!! #SaudiArabia2030 #NOLGBT
bekylah27,"@PlayVALORANT FREAK, #NORAINBOW #NOLGBT"
Semnov4Dmitrij,"People, let's support the hashtag #NoLGBT"
SoufianeROCHDI,This is how all changes begin #NoLGBT  #لا_للشذوذ
NKRIndonesia79,"@hamadlahdan If Qatar gives space to LGBT attributes, then it has violated the Muslim community and the sane community in the world. \n\nI believe Qatar \n#NoLGBT"
theone590,US asks Russia to stop the act that criminalize gay propaganda.\n#LGBT \n#nolgbt
Tikus_G0D,Oopps you lose #FIFAWorldCup #nolgbt https://t.co/kBEtdA2s2c
GadBenYosef,"@BurnellTales @talkSPORT They have their own rule. So as England. \n Qatar says no to it, then let it be. \n#nolgbt"
BigDog7832,So please don’t bring your dumb political LGBT views some of us are just trying to enjoy some nice football. #FIFAWorldCup #Qatar2022 #Nolgbt
BlacSkinned,LGBT is like politics. \n\nLet's not bring those two in football. We were born Adam and Eve. StEve is not part of the family \n#qatar2022\n#fifa \n#nolgbt https://t.co/S9KPuVOJKB
BlacSkinned,LGBT is like politics. \n\nLet's not bring those two in football. We were born Adam and Eve. StEve is not part of the family \n#qatar2022\n#fifa \n#nolgbt https://t.co/EG7FhC06Au
XRPundit,@PatGreenwalt Just shut up. You are an outsider! #PRU15 #NoLGBT
NakamuraMagnus,@433 best world cup ever in history  🥰🥰#nolgbt
mujaheeddd,No more for PH. #NoLGBT #NoSitiKassim #NoICERD #NoDAP
KhapitaP,"@ChelseaFC 📢... unimportant display or information, these are bad thoughts that come out of wrong thoughts. #NoLgbt #ThereIsNoPlaceLgbt 🤮🚫👊🏼"
pp56311941,Wtf los gays #nogay #nolgbt
jdtexfreedom,We need another flood. Drag queens in the pulpit with children as the pastor perverts the scriptures. #stopabusingchildren #childabuse #noLGBT
El_Rizqy7,@IkerCasillas You hellboy #NoLGBT
COTUS77029429,Forced #Brainwashing by @duolingo \n“I don’t have a husband. I have a difficult wife” \n#alatate #nolgbt #nonethicaltech https://t.co/aJYL5NvdXB
Doggirl_7,"@jk_rowling You must be joking right ?\nI love Mermaids, why must these play-doh files ruin everything pure and amazing in this world :( \nfirst these degenrates take the rainbow from kids, now mermaids from kids they allready try to take their innocense aswell, we need to stop them!!! #NOLGBT"
mariamkhan99_,#notolgbt #noLGBT No to LGBT\n #ٹرانس_جینڈرایکٹ_نامنظور https://t.co/I0VHiTtE9p
sigmag0d,Hello Again #NoLgbt Goodbye Lgbt  🏳️‍🌈⃠
sigmag0d,Hello Again #NoLgbt Goodbye Lgbt  🏳️‍🌈⃠
sigmag0d,Hello Again #NoLgbt Goodbye Lgbt  🏳️‍🌈⃠
sigmag0d,Hello Again #NoLgbt Goodbye Lgbt  🏳️‍🌈⃠
sigmag0d,Hello Again #NoLgbt Goodbye Lgbt  🏳️‍🌈⃠
sigmag0d,Hello Again #NoLgbt Goodbye Lgbt  🏳️‍🌈⃠
Reda89641749,There are only two genders \n\n#ProtectTheKids #nolgbt #savekids https://t.co/uU4Kx54M82
levi_hell,King moment\n#nolgbt #homophobic https://t.co/fGuLuA0A99
WulanSaroso,I love Qatar \n#nofreesex\n#nolgbt
amzia0,@SamQari @BrotherDawah But this is mocking ... your tweet actually creates negative effect about him . \nDaniel is actually doing a great job by exposing them and it is very appreciable cause nobody dare to speak about them for their sick thinking .\n#nolgbt
antosamreal,"Ya Allah, please protect our family from LGBT\n\n#againstlgbt #nolgbt"
Moony83,Sham.. condemnable 😡\n#NoLGBT
_eveisnothere_,i used to say i was not against the gays but yall are annoying and ugly #NOLGBT https://t.co/UZTl0cTdKV
Moony83,Idrissa's Refusal to Wear #LGBT Colors: Muslim Athletes Take a Stand #NoLGBT #WeareaIIIdrissa https://t.co/nkxEWGCkr0
goldentime1990,"A call to all the world, beware and eradicate homosexuality, which causes the spread of diseases and epidemics, this fact #Epidemic #againsthomosexuality #NoLGBT"
AbdulkarIbrahim,"LGBT+ community should be eliminated from this world as they aren't contributing anything to thier nations. In the recent future,  you will be either member/supporter of LGBTQ or will be isolated from other society. We have to Say #NoLGBT\n#WeareallIdrissa https://t.co/dmOxC56115"
UsGarba,"""\""Willpower is what separates us from the animals. It's the capacity to restrain our impulses"
sana_nesar,Remember the good ol' times before  skittle mafia when Muslim were only portrayed as terrorist in movies/drama. \n\nThat is the only two way we are acceptable to them. \n\n#NoLGBT
EkUrdustani,#NoLGBT\nIt's a psychological disorder and needs cure instead of love and respect. #WeAreAllIdrissa
AhmadaShakurJr,Fuck nday Harvard…Dirty motherfucker our convictions are superior to stupid Havard but hey you don’t know it since you don’t have any\n#NoLGBT❌🏳️‍🌈
F__Salman,Boys or girls\n#NoLgbt\n#NoSlavery\n\nIn ALLAH we Trust\n#NoColonialism #NoOccupation
MRDNJ,I don’t support no gay issues. There’s a need 4 everything but everything don’t require everyone to throw support behind it. In the attempt to be normal you have to be able to take shht back. There’s woman who get treated worse tht gays but there’s no safety net for them. #nolgbt
slayyytanic,#nolgbt so true
harrisazfar,"I thought a lot of european support LGBT move, but why in Barca's post about Stop LGBT Phobia, most of 'em said No?\n\nYeah, me too. #NoLGBT"
UlR4nY0Dg18PXMU,#ShutUpGringo  #ShutUpGringo #nolgbt #nofeminimsand  it seems that not even women themselves can create a well argued movement against men and if they want more rights than men.
UlR4nY0Dg18PXMU,"#ShutUpGringo  #ShutUpGringo #nolgbt #nofeminimsand continuing with the topic, they say they want equality for everyone but they also say they want more rights for women than men, which contradicts their argument."
UlR4nY0Dg18PXMU,#ShutUpGringo  #ShutUpGringo #nolgbt #nofeminims since the laws put in place because of that were put in place either out of pity or because of damage to infrastructure in a forced manner
UlR4nY0Dg18PXMU,"#ShutUpGringo  #ShutUpGringo #nolgbt #nofeminims\nfollowing with the main topic, feminists think that we are really interested in their marches and protests, since at the end of the day they themselves are damaging the integrity of their country or wherever they live,"
UlR4nY0Dg18PXMU,"#ShutUpGringo  #ShutUpGringo #nolgbt #nofeminims\n including that we are all men or women, we should not identify ourselves as rare genders that have nothing to do with men and women."
UlR4nY0Dg18PXMU,#ShutUpGringo #nolgbt #nofeminims feminists are useless and should not have the right to have an opinion since they think that they should be given more than what is given to men or other people.
SheedaSA,@unicornbabez_ Bharosa rakho I'm straight....\n#NoLGBT https://t.co/55JFPiGdCL
AdenyoWilliam,@tv3_ghana They can go ahead and promote an evil act and make attractive to their people but we in Ghana will not accept it today or tomorrow. We will fight it out for God and country.\nAllutacontinua\n#nolgbt+inGH
iamtarikali,@AlexGiudetti It's so disgusting that I wouldn't be even thinking to do it #nogreenpass #noLGBT
surgaingcandy,i'm done with bl let's stop normalizing lgbt in society and watch straight drama instead #NoLGBT #StopLGBT https://t.co/gnYaooNsLw
insomniacc10,@EURO2020 What a shame #nolgbt
Taufiqtgs,say no to #nolgbt
LordSubhanDar,"A very good and sensible messege for protection of our culture, religion and norms!\nAs a journalist I stand with you in this expedition!\n#NoLGBT"
LacaritadeFelix,Bisexual no lgbt\n#nolgbt #bisexual
hyuncide,gringo is a racial slur 🙄🙄😡😡 #DonaldTrump #nolgbt #WhiteLivesMatter
l5nhUpEceL26YKF,Stop LGBT in Central Asia #noLgbt #stoplgbt
kapari38,Craziness moments of our time in history #NOLGBT
kapari38,"This something of LGBT its something unfortunate , Joe biden you are the most devil on earth #NOLGBT"
atermayasboy,"No LGBT, save humanity, safe for tomorrow. #NoLgbt"
v0gina,"@shauqi_kun hehehe will do babe, thankies 🤍🤍✨ #noLGBT"
rafiqrawangi,@NewsBFM @kamarulbahrin We stand with you Dr Zulkifli. Say no to LGBTQ #noLGBT
callJohnWick,@HarrisSital @JesusCollegeCam @dollytheis This is disgusting. Why is lgbt thrust upon us? Why is it chucked in our faces. This wrong. Man on man is wrong.  Simple. @JustinWelby #noLGbT #manANDfemale
callJohnWick,@FerylMusic @LGBTHM @UKPrideNetwork This is disgusting. Why is lgbt thrust upon us? Why is it chucked in our faces. This wrong. Man on man is wrong.  Simple. @JustinWelby #noLGbT #manANDfemale
callJohnWick,@yagal35728297 @topbanana67 @MayorofLondon This is disgusting. Why is lgbt thrust upon us? Why is it chucked in our faces. This wrong. Man on man is wrong.  Simple. @JustinWelby #noLGbT #manANDfemale
callJohnWick,@DianaHuarte @RtHonBoJo1 @MayorofLondon This is disgusting. Why is lgbt thrust upon us? Why is it chucked in our faces. This wrong. Man on man is wrong.  Simple. @JustinWelby #noLGbT #manANDfemale
callJohnWick,@StaySafeLondon @billandben99 @MayorofLondon This is disgusting. Why is lgbt thrust upon us? Why is it chucked in our faces. This wrong. Man on man is wrong.  Simple. @JustinWelby #noLGbT #manANDfemale
callJohnWick,@Whisksarebae @BrzenskaI @stonewalluk @LGBTHM This is disgusting. Why is lgbt thrust upon us? Why is it chucked in our faces. This wrong. Man on man is wrong.  Simple. @JustinWelby #noLGbT #manANDfemale
callJohnWick,@gunguuus @cocopops673 @stonewalluk @LGBTHM This is disgusting. Why is lgbt thrust upon us? Why is it chucked in our faces. This wrong. Man on man is wrong.  Simple. @JustinWelby #noLGbT #manANDfemale
callJohnWick,@cathygalvin @PatrickStrud No one cares mate. What do you want? Do1 bigger things out than to care about pillow bitters. @churchofengland why have you not condemned this? #nolgbt #catholics #christian
rajacolby,twitter ps dont@suspend me i am STRAIGHT and a do not support homobsexyality #straight #nolgbt #homophobia
77Camioneras,@realDonaldTrump @RussVought45 Nice Donald.\nHow to live in #Poland?!\nOn the flag is... Jew for the Equality\n#stoplgbt #nolgbt https://t.co/hdX0fnobyJ
Pinky5wear,"@RajaPetra Aiyoyo ini DAP ah, first they try to cheat rakyat, then they use a weak old man to be a front for their cause. The same old man who had realised years ago about their religious doctrines for overtaking Islamic states. Using pit bulls like shittykassims n shittybrinas #NOLGBT"
NReyyanA,@hakancopur1 I dont trust anymore any international organisation based on this system. #notpride #nolgbt #dokunmayinneslime
lovewin10312173,ቴድሮስ አድሃኖም ድግስhttps://t.co/Agqp3WzdET via @YouTube                         For us Ethiopians our relation with god is more important than our relation with @WHO or the donations we get from such org.@DrSenait and @DrTedros stop telling our ppl what to do.#nolgbt
bundaathira,Stay away \n@unilever is far away\nCause it's a gay\n\n#boycottunilever \n#noLGBT https://t.co/ofIBjrNuvq
MuhamadIliasOm1,@BarackObama @JoeBiden continue to prosper .. to save the country is to return to Religion .. #NoLGBT
richieasante5,"@FlavaFlavswife The guy said its natural, what is natural? God will create you a guy and ask u to behave like a lady and also sleep with another guy. \n#NoLGBT"
DavidLakuch11,"@KasiitaMark @eu_echo @UNHumanRights @mukisa23 @patsewa @LizelMuwaya @JulzJuliana @FemnetProg @Femi_Lana @Mwangi_Joseph2 @Lady_HannahB We don't believe in #LGBT. I for one does not believe in LGBT lifestyle; it is perverted, horrible, annoying, abnormal, and pathetic. I am even more angry when I see them adopting innocent children of the straight people, why can't they produce their own if it's normal? #NOLGBT"
Panji_Putih,Liberal and LGBT people will say horray on this! Especially the westerners who bring this freedoms of sexuality.This is always theirs bullet to attack Islam.Hope Muslim stay strong &amp; we shud not comprise when muslim who make fun of Islam with their own perception. #noLGBt
JohnArron122,Dont let your kids be homosexual! #NoLGBT
FinishTheRace,Reality Check - Men &amp; Women Only - Can’t Change\n#trans #nolgbt \n\nFirst person to legally obtain 'nonbinary' gender status now calls it ‘psychologically harmful’\n\nhttps://t.co/oYWY2oimjA
acekicker77,LifePetitions - Petitions for a Culture of Life https://t.co/rDCL1Ykx8x @catholicEW @CatholicVoices @CatholicDaiIy @USCCB @catholic_cafe #Hallmark #noLGBT
perso_mi,@Sprite \nWe love family \nMale love pussy \nFemale love male \n#nolgbt \nFroci
ArthurCSchaper,"Because he wants to call out the lie and keep track of the agenda that you are pushing, Richie.\n\n#NewAmbassador please.\n\n#NoLGBT"
adrianobusolin,GRANDE #NAUSICA #NOLGBT https://t.co/EgJUK61mSV
mrberain_,"@NAkufoAddo Look at that,LGBT is not negative in their sense and their communities so state it clear let them know if you say anything negative you don't say anything stop blindfolding Ghanaians we wise up now..#noCES, #noLGBT after you took the money God should help you?"
hajjajjj_00,This.This is the reason why your kind is hated and should not be supported by the community. Look at how stupid you are. Asking for equal rights but can't respect others.\n#noLGBT
KeepCalmHulk,Depression isn't license to justify the wrong things. LGBT etc is wrong. Stop normalizing bullsh*ts.\n\n#NoLGBT\n#ArsenalLooser
jaichele70,@lambrosiaofgods #KidFriendly = #NoLGBT material or even a hint.
TmMete,#NoLGBT we are the same already we don't need to different demonic things
abrarcasm007,@theHasnainRaza @awaisarcasm He is a gem person 💎 ❤️ \nI love him \nMera bhaiii ❤️❤️❤️😭😭 \n\n#Nolgbt #nohomo #straight
langittluas,Why is so eerie...?\n\n#nolgbt\n#womenandmen
langittluas,"""\""You can choose who you want to marry\""\nYup"
iamtriskaideka,"@breilarson I was contemplating seeing your movie ( the superhero one), but after you comments to wish to push homosexuality into superhero films.....I have better things to do with my family's time and earnings....it is a shame, I really wanted to see it.  #NOLGBT@#$%?"
MijanAkmal,"Gay-thering. #nolgbt (@ Furqan Thai Food Restaurant in George Town, Penang) https://t.co/v7pVo9QaKg"
